priority,unitsSold,hasSizeToken,sizeToken,hasLiquidHint,liquidCategory,nonLiquidCategory,blockedByNameTerm,Type,SKU,Name,Brands,Categories
1399,0,no,,no,no,no,no,variation,3397-V02,,,
1400,0,no,,no,no,no,no,variation,3397-V03,,,
1401,0,no,,no,no,no,no,variation,3397-V04,,,
1402,0,no,,no,no,no,no,variation,3142-V01,,,
1403,0,no,,no,no,no,no,variation,3142-V02,,,
1404,0,no,,no,no,no,no,variation,3142-V03,,,
1405,0,no,,no,no,no,no,variation,3142-V04,,,
1406,0,no,,no,no,no,no,variation,HMH-NUT-LSYWMK-V01,,,
1407,0,no,,no,no,no,no,variation,HMH-NUT-LSYWMK-V02,,,
1408,0,no,,no,no,no,no,variation,HMH-NUT-LSYWMK-V03,,,
1409,0,no,,no,no,no,no,variation,HMH-NUT-LSYWMK-V04,,,
1410,0,no,,no,no,no,no,variation,3409-V01,,,
1411,0,no,,no,no,no,no,variation,3409-V02,,,
1412,0,no,,no,no,no,no,variation,3409-V03,,,
1413,0,no,,no,no,no,no,variation,3409-V04,,,
1414,0,no,,no,no,no,no,variation,3408-V01,,,
1415,0,no,,no,no,no,no,variation,3408-V02,,,
1416,0,no,,no,no,no,no,variation,3408-V03,,,
1417,0,no,,no,no,no,no,variation,3408-V04,,,
1418,0,no,,no,no,no,no,variation,3218-V01,,,
1419,0,no,,no,no,no,no,variation,3218-V02,,,
1420,0,no,,no,no,no,no,variation,3218-V03,,,
1421,0,no,,no,no,no,no,variation,3218-V04,,,
1422,0,no,,no,no,no,no,variation,3216-V01,,,
1423,0,no,,no,no,no,no,variation,3216-V02,,,
1424,0,no,,no,no,no,no,variation,3216-V03,,,
1425,0,no,,no,no,no,no,variation,3216-V04,,,
1426,0,no,,no,no,no,no,variation,3214-V01,,,
1427,0,no,,no,no,no,no,variation,3214-V02,,,
1428,0,no,,no,no,no,no,variation,3214-V03,,,
1429,0,no,,no,no,no,no,variation,3214-V04,,,
1430,0,no,,no,no,no,no,variation,3562-V01,,,
1431,0,no,,no,no,no,no,variation,3562-V02,,,
1432,0,no,,no,no,no,no,variation,3562-V03,,,
1433,0,no,,no,no,no,no,variation,3562-V04,,,
1434,0,no,,no,no,no,no,variation,3578-V01,,,
1435,0,no,,no,no,no,no,variation,1531-V01,,,
1436,0,no,,no,no,no,no,variation,1531-V02,,,
1437,0,no,,no,no,no,no,variation,359-V01,,,
1438,0,no,,no,no,no,no,variation,359-V02,,,
1439,0,no,,no,no,no,no,variation,2939,,,
1440,0,no,,no,no,no,no,variation,2909-V01,,,
1441,0,no,,no,no,no,no,variation,2909-V02,,,
1442,0,no,,no,no,no,no,variation,2243,,,
1443,0,no,,no,no,no,no,variation,1068-V02,,,
1444,0,no,,no,no,no,no,variation,1068-V03,,,
1445,0,no,,no,no,no,no,variation,1068-V04,,,
1446,0,no,,no,no,no,no,variation,1068-V05,,,
1447,0,no,,no,no,no,no,variation,2244,,,
1448,0,no,,no,no,no,no,variation,1069-V02,,,
1449,0,no,,no,no,no,no,variation,1069-V03,,,
1450,0,no,,no,no,no,no,variation,1069-V04,,,
1451,0,no,,no,no,no,no,variation,1069-V05,,,
1452,0,no,,no,no,no,no,variation,1057,,,
1453,0,no,,no,no,no,no,variation,2242,,,
1454,0,no,,no,no,no,no,variation,1350-V02,,,
1455,0,no,,no,no,no,no,variation,1350-V03,,,
1456,0,no,,no,no,no,no,variation,1350-V04,,,
1457,0,no,,no,no,no,no,variation,1350-V05,,,
1458,0,no,,no,no,no,no,variation,1072,,,
1459,0,no,,no,no,no,no,variation,1073,,,
1460,0,no,,no,no,no,no,variation,hmh00043-V01,,,
1461,0,no,,no,no,no,no,variation,hmh00043-V02,,,
1462,0,no,,no,no,no,no,variation,hmh00043-V03,,,
1463,0,no,,no,no,no,no,variation,861,,,
1464,0,no,,no,no,no,no,variation,863,,,
1465,0,no,,no,no,no,no,variation,1076,,,
1466,0,no,,no,no,no,no,variation,1077,,,
1467,0,no,,no,no,no,no,variation,1066-V01,,,
1468,0,no,,no,no,no,no,variation,1066-V02,,,
1469,0,no,,no,no,no,no,variation,1066-V03,,,
1470,0,no,,no,no,no,no,variation,1066-V04,,,
1471,0,no,,no,no,no,no,variation,3341-V01,,,
1472,0,no,,no,no,no,no,variation,310,,,
1473,0,no,,no,no,no,no,variation,hmh00052-V01,,,
1474,0,no,,no,no,no,no,variation,hmh00052-V02,,,
1475,0,no,,no,no,no,no,variation,hmh01084,,,
1476,0,no,,no,no,no,no,variation,1674,,,
1477,0,no,,no,no,no,no,variation,2215-V05,,,
1478,0,no,,no,no,no,no,variation,hmh00960-V01,,,
1479,0,no,,no,no,no,no,variation,2938,,,
1480,0,no,,no,no,no,no,variation,3595-V01,,,
1481,0,no,,no,no,no,no,variation,3595-V02,,,
1482,0,no,,no,no,no,no,variation,678,,,
1483,0,no,,no,no,no,no,variation,679,,,
1484,0,no,,no,no,no,no,variation,1751,,,
1485,0,no,,no,no,no,no,variation,389,,,
1486,0,no,,no,no,no,no,variation,3557,,,
1487,0,no,,no,no,no,no,variation,HMH-GRO-WYS1LK-V01,,,
1488,0,no,,no,no,no,no,variation,HMH-GRO-WYS1LK-V02,,,
1489,0,no,,no,no,no,no,variation,HMH-GRO-WYS1LK-V03,,,
1490,0,no,,no,no,no,no,variation,HMH-GRO-WYS1LK-V04,,,
1491,0,no,,no,no,no,no,variation,285,,,
1492,0,no,,no,no,no,no,variation,1978,,,
1493,0,no,,no,no,no,no,variation,1981,,,
1494,0,no,,no,no,no,no,variation,1980,,,
1495,0,no,,no,no,no,no,variation,1986,,,
1496,0,no,,no,no,no,no,variation,hmh00249-V03,,,
1497,0,no,,no,no,no,no,variation,hmh00249-V04,,,
1498,0,no,,no,no,no,no,variation,hmh00249-V05,,,
1499,0,no,,no,no,no,no,variation,327,,,
1500,0,no,,no,no,no,no,variation,2254,,,
1501,0,no,,no,no,no,no,variation,282-V03,,,
1502,0,no,,no,no,no,no,variation,282-V04,,,
1503,0,no,,no,no,no,no,variation,282-V05,,,
1504,0,no,,no,no,no,no,variation,hmh00165-V01,,,
1505,0,no,,no,no,no,no,variation,hmh00165-V02,,,
1506,0,no,,no,no,no,no,variation,hmh00165-V03,,,
1507,0,no,,no,no,no,no,variation,271,,,
1508,0,no,,no,no,no,no,variation,1984,,,
1509,0,no,,no,no,no,no,variation,792-V01,,,
1510,0,no,,no,no,no,no,variation,792-V02,,,
1511,0,no,,no,no,no,no,variation,792-V03,,,
1512,0,no,,no,no,no,no,variation,792-V04,,,
1513,0,no,,no,no,no,no,variation,1641-V01,,,
1514,0,no,,no,no,no,no,variation,1641-V02,,,
1515,0,no,,no,no,no,no,variation,1641-V03,,,
1516,0,no,,no,no,no,no,variation,1641-V04,,,
1517,0,no,,no,no,no,no,variation,2129-V01,,,
1518,0,no,,no,no,no,no,variation,2129-V02,,,
1519,0,no,,no,no,no,no,variation,2129-V03,,,
1520,0,no,,no,no,no,no,variation,2129-V04,,,
1521,0,no,,no,no,no,no,variation,608,,,
1522,0,no,,no,no,no,no,variation,609,,,
1523,0,no,,no,no,no,no,variation,610,,,
1524,0,no,,no,no,no,no,variation,607-V04,,,
1525,0,no,,no,no,no,no,variation,607-V05,,,
1526,0,no,,no,no,no,no,variation,607-V06,,,
1527,0,no,,no,no,no,no,variation,607-V07,,,
1528,0,no,,no,no,no,no,variation,616,,,
1529,0,no,,no,no,no,no,variation,617,,,
1530,0,no,,no,no,no,no,variation,618,,,
1531,0,no,,no,no,no,no,variation,791-V01,,,
1532,0,no,,no,no,no,no,variation,1987-V01,,,
1533,0,no,,no,no,no,no,variation,1987-V02,,,
1534,0,no,,no,no,no,no,variation,1987-V03,,,
1535,0,no,,no,no,no,no,variation,1987-V04,,,
1536,0,no,,no,no,no,no,variation,1358-V01,,,
1537,0,no,,no,no,no,no,variation,2642,,,
1538,0,no,,no,no,no,no,variation,820,,,
1539,0,no,,no,no,no,no,variation,812-V01,,,
1540,0,no,,no,no,no,no,variation,3536-V01,,,
1541,0,no,,no,no,no,no,variation,2321-V01,,,
1542,0,no,,no,no,no,no,variation,2200-V01,,,
1543,0,no,,no,no,no,no,variation,2200-V02,,,
1544,0,no,,no,no,no,no,variation,2200-V03,,,
1545,0,no,,no,no,no,no,variation,1660,,,
1546,0,no,,no,no,no,no,variation,2298,,,
1547,0,no,,no,no,no,no,variation,1613,,,
1548,0,no,,no,no,no,no,variation,2286-V04,,,
1549,0,no,,no,no,no,no,variation,2286-V05,,,
1550,0,no,,no,no,no,no,variation,2286-V06,,,
1551,0,no,,no,no,no,no,variation,2286-V07,,,
1552,0,no,,no,no,no,no,variation,223,,,
1553,0,no,,no,no,no,no,variation,224,,,
1554,0,no,,no,no,no,no,variation,2121,,,
1555,0,no,,no,no,no,no,variation,2922,,,
1556,0,no,,no,no,no,no,variation,2934,,,
1557,0,no,,no,no,no,no,variation,hmh01032-V01,,,
1558,0,no,,no,no,no,no,variation,hmh01032-V02,,,
1559,0,no,,no,no,no,no,variation,hmh01032-V03,,,
1560,0,no,,no,no,no,no,variation,264,,,
1561,0,no,,no,no,no,no,variation,2931,,,
1562,0,no,,no,no,no,no,variation,1591,,,
1563,0,no,,no,no,no,no,variation,3262,,,
1564,0,no,,no,no,no,no,variation,2283-V03,,,
1565,0,no,,no,no,no,no,variation,2283-V04,,,
1566,0,no,,no,no,no,no,variation,2283-V05,,,
1567,0,no,,no,no,no,no,variation,2283-V06,,,
1568,0,no,,no,no,no,no,variation,2065,,,
1569,0,no,,no,no,no,no,variation,2066,,,
1570,0,no,,no,no,no,no,variation,hmh01832-V01,,,
1571,0,no,,no,no,no,no,variation,hmh01832-V02,,,
1572,0,no,,no,no,no,no,variation,hmh01832-V03,,,
1573,0,no,,no,no,no,no,variation,hmh01832-V04,,,
1574,0,no,,no,no,no,no,variation,3091,,,
1575,0,no,,no,no,no,no,variation,1539,,,
1576,0,no,,no,no,no,no,variation,273,,,
1577,0,no,,no,no,no,no,variation,1988,,,
1578,0,no,,no,no,no,no,variation,hmh00253-V02,,,
1579,0,no,,no,no,no,no,variation,hmh00253-V03,,,
1580,0,no,,no,no,no,no,variation,hmh00253-V04,,,
1581,0,no,,no,no,no,no,variation,hmh00253-V05,,,
1582,0,no,,no,no,no,no,variation,1116,,,
1583,0,no,,no,no,no,no,variation,1115,,,
1584,0,no,,no,no,no,no,variation,1114-V01,,,
1585,0,no,,no,no,no,no,variation,1114-V02,,,
1586,0,no,,no,no,no,no,variation,1114-V03,,,
1587,0,no,,no,no,no,no,variation,1120,,,
1588,0,no,,no,no,no,no,variation,hmh00716-V01,,,
1589,0,no,,no,no,no,no,variation,hmh00716-V02,,,
1590,0,no,,no,no,no,no,variation,hmh00716-V03,,,
1591,0,no,,no,no,no,no,variation,1110-V01,,,
1592,0,no,,no,no,no,no,variation,1110-V02,,,
1593,0,no,,no,no,no,no,variation,1110-V03,,,
1594,0,no,,no,no,no,no,variation,1107-V01,,,
1595,0,no,,no,no,no,no,variation,1107-V02,,,
1596,0,no,,no,no,no,no,variation,1107-V03,,,
1597,0,no,,no,no,no,no,variation,1108-V01,,,
1598,0,no,,no,no,no,no,variation,1108-V02,,,
1599,0,no,,no,no,no,no,variation,1108-V03,,,
1600,0,no,,no,no,no,no,variation,1119,,,
1601,0,no,,no,no,no,no,variation,hmh00717-V01,,,
1602,0,no,,no,no,no,no,variation,hmh00717-V02,,,
1603,0,no,,no,no,no,no,variation,hmh00717-V03,,,
1604,0,no,,no,no,no,no,variation,1118,,,
1605,0,no,,no,no,no,no,variation,hmh00718-V01,,,
1606,0,no,,no,no,no,no,variation,hmh00718-V02,,,
1607,0,no,,no,no,no,no,variation,hmh00718-V03,,,
1608,0,no,,no,no,no,no,variation,1117,,,
1609,0,no,,no,no,no,no,variation,hmh00719-V01,,,
1610,0,no,,no,no,no,no,variation,hmh00719-V02,,,
1611,0,no,,no,no,no,no,variation,hmh00719-V03,,,
1612,0,no,,no,no,no,no,variation,1915-V01,,,
1613,0,no,,no,no,no,no,variation,1915-V02,,,
1614,0,no,,no,no,no,no,variation,1915-V03,,,
1615,0,no,,no,no,no,no,variation,1915-V04,,,
1616,0,no,,no,no,no,no,variation,1099-V01,,,
1617,0,no,,no,no,no,no,variation,1099-V02,,,
1618,0,no,,no,no,no,no,variation,1099-V03,,,
1619,0,no,,no,no,no,no,variation,1947-V01,,,
1620,0,no,,no,no,no,no,variation,1947-V02,,,
1621,0,no,,no,no,no,no,variation,1087-V01,,,
1622,0,no,,no,no,no,no,variation,1087-V02,,,
1623,0,no,,no,no,no,no,variation,1087-V03,,,
1624,0,no,,no,no,no,no,variation,1086-V01,,,
1625,0,no,,no,no,no,no,variation,1086-V02,,,
1626,0,no,,no,no,no,no,variation,1086-V03,,,
1627,0,no,,no,no,no,no,variation,1085-V01,,,
1628,0,no,,no,no,no,no,variation,1085-V02,,,
1629,0,no,,no,no,no,no,variation,1085-V03,,,
1630,0,no,,no,no,no,no,variation,1092-V01,,,
1631,0,no,,no,no,no,no,variation,1092-V02,,,
1632,0,no,,no,no,no,no,variation,1092-V03,,,
1633,0,no,,no,no,no,no,variation,1091-V01,,,
1634,0,no,,no,no,no,no,variation,1091-V02,,,
1635,0,no,,no,no,no,no,variation,1091-V03,,,
1636,0,no,,no,no,no,no,variation,1089-V01,,,
1637,0,no,,no,no,no,no,variation,1089-V02,,,
1638,0,no,,no,no,no,no,variation,1089-V03,,,
1639,0,no,,no,no,no,no,variation,1090-V01,,,
1640,0,no,,no,no,no,no,variation,1090-V02,,,
1641,0,no,,no,no,no,no,variation,1090-V03,,,
1642,0,no,,no,no,no,no,variation,1088-V01,,,
1643,0,no,,no,no,no,no,variation,1088-V02,,,
1644,0,no,,no,no,no,no,variation,1088-V03,,,
1645,0,no,,no,no,no,no,variation,2439-V01,,,
1646,0,no,,no,no,no,no,variation,2439-V02,,,
1647,0,no,,no,no,no,no,variation,2439-V03,,,
1648,0,no,,no,no,no,no,variation,2439-V04,,,
1649,0,no,,no,no,no,no,variation,2295-V01,,,
1650,0,no,,no,no,no,no,variation,2295-V02,,,
1651,0,no,,no,no,no,no,variation,2295-V03,,,
1652,0,no,,no,no,no,no,variation,3367,,,
1653,0,no,,no,no,no,no,variation,1101-V02,,,
1654,0,no,,no,no,no,no,variation,1101-V03,,,
1655,0,no,,no,no,no,no,variation,1101-V04,,,
1656,0,no,,no,no,no,no,variation,1103-V01,,,
1657,0,no,,no,no,no,no,variation,1103-V02,,,
1658,0,no,,no,no,no,no,variation,1103-V03,,,
1659,0,no,,no,no,no,no,variation,1102,,,
1660,0,no,,no,no,no,no,variation,1104,,,
1661,0,no,,no,no,no,no,variation,1105,,,
1662,0,no,,no,no,no,no,variation,1106,,,
1663,0,no,,no,no,no,no,variation,1100-V05,,,
1664,0,no,,no,no,no,no,variation,1100-V06,,,
1665,0,no,,no,no,no,no,variation,1997,,,
1666,0,no,,no,no,no,no,variation,1998,,,
1667,0,no,,no,no,no,no,variation,1999,,,
1668,0,no,,no,no,no,no,variation,399-V01,,,
1669,0,no,,no,no,no,no,variation,399-V02,,,
1670,0,no,,no,no,no,no,variation,399-V03,,,
1671,0,no,,no,no,no,no,variation,399-V04,,,
1672,0,no,,no,no,no,no,variation,2482-V01,,,
1673,0,no,,no,no,no,no,variation,2481,,,
1674,0,no,,no,no,no,no,variation,3086-V02,,,
1675,0,no,,no,no,no,no,variation,3086-V03,,,
1676,0,no,,no,no,no,no,variation,3086-V04,,,
1677,0,no,,no,no,no,no,variation,3086-V05,,,
1678,0,no,,no,no,no,no,variation,HMH-SED-MHH6B1-V01,,,
1679,0,no,,no,no,no,no,variation,427,,,
1680,0,no,,no,no,no,no,variation,1764-V01,,,
1681,0,no,,no,no,no,no,variation,1764-V02,,,
1682,0,no,,no,no,no,no,variation,2293,,,
1683,0,no,,no,no,no,no,variation,3259,,,
1684,0,no,,no,no,no,no,variation,2292-V03,,,
1685,0,no,,no,no,no,no,variation,2292-V04,,,
1686,0,no,,no,no,no,no,variation,1853,,,
1687,0,no,,no,no,no,no,variation,2042,,,
1688,0,no,,no,no,no,no,variation,257,,,
1689,0,no,,no,no,no,no,variation,1023-V01,,,
1690,0,no,,no,no,no,no,variation,1929-V01,,,
1691,0,no,,no,no,no,no,variation,1929-V02,,,
1692,0,no,,no,no,no,no,variation,1929-V03,,,
1693,0,no,,no,no,no,no,variation,1929-V04,,,
1694,0,no,,no,no,no,no,variation,3203-V01,,,
1695,0,no,,no,no,no,no,variation,3203-V02,,,
1696,0,no,,no,no,no,no,variation,3203-V03,,,
1697,0,no,,no,no,no,no,variation,3203-V04,,,
1698,0,no,,no,no,no,no,variation,309,,,
1699,0,no,,no,no,no,no,variation,949,,,
1700,0,no,,no,no,no,no,variation,2486,,,
1701,0,no,,no,no,no,no,variation,18,,,
1702,0,no,,no,no,no,no,variation,2484-V01,,,
1703,0,no,,no,no,no,no,variation,2484-V02,,,
1704,0,no,,no,no,no,no,variation,2992,,,
1705,0,no,,no,no,no,no,variation,hmh01562-V01,,,
1706,0,no,,no,no,no,no,variation,hmh01562-V02,,,
1707,0,no,,no,no,no,no,variation,hmh01563-V01,,,
1708,0,no,,no,no,no,no,variation,hmh01563-V02,,,
1709,0,no,,no,no,no,no,variation,hmh01560-V01,,,
1710,0,no,,no,no,no,no,variation,hmh01561-V01,,,
1711,0,no,,no,no,no,no,variation,HMH-LIT-NIDNJ2-V01,,,
1712,0,no,,no,no,no,no,variation,1927-V01,,,
1713,0,no,,no,no,no,no,variation,1048-V01,,,
1714,0,no,,no,no,no,no,variation,2886-V01,,,
1715,0,no,,no,no,no,no,variation,2903-V01,,,
1716,0,no,,no,no,no,no,variation,2904-V01,,,
1717,0,no,,no,no,no,no,variation,2904-V02,,,
1718,0,no,,no,no,no,no,variation,3527-V01,,,
1719,0,no,,no,no,no,no,variation,2967,,,
1720,0,no,,no,no,no,no,variation,2836,,,
1721,0,no,,no,no,no,no,variation,2906-V02,,,
1722,0,no,,no,no,no,no,variation,2906-V03,,,
1723,0,no,,no,no,no,no,variation,2907-V01,,,
1724,0,no,,no,no,no,no,variation,2907-V02,,,
1725,0,no,,no,no,no,no,variation,2691-V01,,,
1726,0,no,,no,no,no,no,variation,695-V01,,,
1727,0,no,,no,no,no,no,variation,1523-V01,,,
1728,0,no,,no,no,no,no,variation,1523-V02,,,
1729,0,no,,no,no,no,no,variation,1523-V03,,,
1730,0,no,,no,no,no,no,variation,1523-V04,,,
1731,0,no,,no,no,no,no,variation,hmh01448-V01,,,
1732,0,no,,no,no,no,no,variation,hmh01448-V02,,,
1733,0,no,,no,no,no,no,variation,541,,,
1734,0,no,,no,no,no,no,variation,540-V02,,,
1735,0,no,,no,no,no,no,variation,540-V03,,,
1736,0,no,,no,no,no,no,variation,540-V04,,,
1737,0,no,,no,no,no,no,variation,540-V05,,,
1738,0,no,,no,no,no,no,variation,275,,,
1739,0,no,,no,no,no,no,variation,hmh00255-V02,,,
1740,0,no,,no,no,no,no,variation,hmh00255-V03,,,
1741,0,no,,no,no,no,no,variation,hmh00255-V04,,,
1742,0,no,,no,no,no,no,variation,hmh00255-V05,,,
1743,0,no,,no,no,no,no,variation,hmh00684-V01,,,
1744,0,no,,no,no,no,no,variation,hmh00684-V02,,,
1745,0,no,,no,no,no,no,variation,hmh00684-V03,,,
1746,0,no,,no,no,no,no,variation,hmh00684-V04,,,
1747,0,no,,no,no,no,no,variation,hmh00685-V01,,,
1748,0,no,,no,no,no,no,variation,hmh00685-V02,,,
1749,0,no,,no,no,no,no,variation,hmh00685-V03,,,
1750,0,no,,no,no,no,no,variation,hmh00685-V04,,,
1751,0,no,,no,no,no,no,variation,189,,,
1752,0,no,,no,no,no,no,variation,190,,,
1753,0,no,,no,no,no,no,variation,188-V03,,,
1754,0,no,,no,no,no,no,variation,188-V04,,,
1755,0,no,,no,no,no,no,variation,hmh00199-V02,,,
1756,0,no,,no,no,no,no,variation,hmh00199-V03,,,
1757,0,no,,no,no,no,no,variation,hmh00201-V01,,,
1758,0,no,,no,no,no,no,variation,hmh00201-V02,,,
1759,0,no,,no,no,no,no,variation,hmh00202-V01,,,
1760,0,no,,no,no,no,no,variation,hmh00202-V02,,,
1761,0,no,,no,no,no,no,variation,HMH-LIT-JNTEGA-V01,,,
1762,0,no,,no,no,no,no,variation,3328-V01,,,
1763,0,no,,no,no,no,no,variation,3328-V02,,,
1764,0,no,,no,no,no,no,variation,343-V01,,,
1765,0,no,,no,no,no,no,variation,343-V02,,,
1766,0,no,,no,no,no,no,variation,343-V03,,,
1767,0,no,,no,no,no,no,variation,342-V01,,,
1768,0,no,,no,no,no,no,variation,342-V02,,,
1769,0,no,,no,no,no,no,variation,342-V03,,,
1770,0,no,,no,no,no,no,variation,hmh01806-V01,,,
1771,0,no,,no,no,no,no,variation,hmh01805-V01,,,
1772,0,no,,no,no,no,no,variation,hmh01797-V01,,,
1773,0,no,,no,no,no,no,variation,2638-V01,,,
1774,0,no,,no,no,no,no,variation,2639-V01,,,
1775,0,no,,no,no,no,no,variation,hmh00819-V01,,,
1776,0,no,,no,no,no,no,variation,1421-V01,,,
1777,0,no,,no,no,no,no,variation,3191-V01,,,
1778,0,no,,no,no,no,no,variation,3586,,,
1779,0,no,,no,no,no,no,variation,2211-V02,,,
1780,0,no,,no,no,no,no,variation,2211-V03,,,
1781,0,no,,no,no,no,no,variation,3192,,,
1782,0,no,,no,no,no,no,variation,3034,,,
1783,0,no,,no,no,no,no,variation,1697-V01,,,
1784,0,no,,no,no,no,no,variation,1695-V01,,,
1785,0,no,,no,no,no,no,variation,HMH-LIT-83Y301-V01,,,
1786,0,no,,no,no,no,no,variation,HMH-LIT-83Y301-V02,,,
1787,0,no,,no,no,no,no,variation,HMH-LIT-83Y301-V03,,,
1788,0,no,,no,no,no,no,variation,HMH-LIT-83Y301-V04,,,
1789,0,no,,no,no,no,no,variation,3368-V01,,,
1790,0,no,,no,no,no,no,variation,3368-V02,,,
1791,0,no,,no,no,no,no,variation,3368-V03,,,
1792,0,no,,no,no,no,no,variation,3368-V04,,,
1793,0,no,,no,no,no,no,variation,3465-V01,,,
1794,0,no,,no,no,no,no,variation,3465-V02,,,
1795,0,no,,no,no,no,no,variation,3465-V03,,,
1796,0,no,,no,no,no,no,variation,3465-V04,,,
1797,0,no,,no,no,no,no,variation,hmh01277-V02,,,
1798,0,no,,no,no,no,no,variation,hmh01277-V03,,,
1799,0,no,,no,no,no,no,variation,1382-V03,,,
1800,0,no,,no,no,no,no,variation,1382-V04,,,
1801,0,no,,no,no,no,no,variation,1382-V05,,,
1802,0,no,,no,no,no,no,variation,3515,,,
1803,0,no,,no,no,no,no,variation,3427-V02,,,
1804,0,no,,no,no,no,no,variation,3427-V03,,,
1805,0,no,,no,no,no,no,variation,3427-V04,,,
1806,0,no,,no,no,no,no,variation,3427-V05,,,
1807,0,no,,no,no,no,no,variation,2317,,,
1808,0,no,,no,no,no,no,variation,2320,,,
1809,0,no,,no,no,no,no,variation,46,,,
1810,0,no,,no,no,no,no,variation,60-V01,,,
1811,0,no,,no,no,no,no,variation,60-V02,,,
1812,0,no,,no,no,no,no,variation,134,,,
1813,0,no,,no,no,no,no,variation,1329,,,
1814,0,no,,no,no,no,no,variation,754-V01,,,
1815,0,no,,no,no,no,no,variation,hmh00508-V01,,,
1816,0,no,,no,no,no,no,variation,hmh00508-V02,,,
1817,0,no,,no,no,no,no,variation,hmh00508-V03,,,
1818,0,no,,no,no,no,no,variation,471-V01,,,
1819,0,no,,no,no,no,no,variation,471-V02,,,
1820,0,no,,no,no,no,no,variation,471-V03,,,
1821,0,no,,no,no,no,no,variation,471-V04,,,
1822,0,no,,no,no,no,no,variation,2088-V01,,,
1823,0,no,,no,no,no,no,variation,2088-V02,,,
1824,0,no,,no,no,no,no,variation,913-V01,,,
1825,0,no,,no,no,no,no,variation,913-V02,,,
1826,0,no,,no,no,no,no,variation,915-V01,,,
1827,0,no,,no,no,no,no,variation,915-V02,,,
1828,0,no,,no,no,no,no,variation,916-V01,,,
1829,0,no,,no,no,no,no,variation,916-V02,,,
1830,0,no,,no,no,no,no,variation,687-V01,,,
1831,0,no,,no,no,no,no,variation,687-V02,,,
1832,0,no,,no,no,no,no,variation,686-V01,,,
1833,0,no,,no,no,no,no,variation,686-V02,,,
1834,0,no,,no,no,no,no,variation,686-V03,,,
1835,0,no,,no,no,no,no,variation,1400,,,
1836,0,no,,no,no,no,no,variation,1401,,,
1837,0,no,,no,no,no,no,variation,hmh01309-V01,,,
1838,0,no,,no,no,no,no,variation,hmh01309-V02,,,
1839,0,no,,no,no,no,no,variation,hmh01309-V03,,,
1840,0,no,,no,no,no,no,variation,hmh01309-V04,,,
1841,0,no,,no,no,no,no,variation,2247-V01,,,
1842,0,no,,no,no,no,no,variation,2247-V02,,,
1843,0,no,,no,no,no,no,variation,2247-V03,,,
1844,0,no,,no,no,no,no,variation,2247-V04,,,
1845,0,no,,no,no,no,no,variation,2068,,,
1846,0,no,,no,no,no,no,variation,784-V01,,,
1847,0,no,,no,no,no,no,variation,601,,,
1848,0,no,,no,no,no,no,variation,602,,,
1849,0,no,,no,no,no,no,variation,600-V03,,,
1850,0,no,,no,no,no,no,variation,600-V04,,,
1851,0,no,,no,no,no,no,variation,600-V05,,,
1852,0,no,,no,no,no,no,variation,hmh00386-V01,,,
1853,0,no,,no,no,no,no,variation,hmh00386-V02,,,
1854,0,no,,no,no,no,no,variation,2410,,,
1855,0,no,,no,no,no,no,variation,hmh01452-V01,,,
1856,0,no,,no,no,no,no,variation,hmh01452-V02,,,
1857,0,no,,no,no,no,no,variation,hmh01452-V03,,,
1858,0,no,,no,no,no,no,variation,2118,,,
1859,0,no,,no,no,no,no,variation,2017-V02,,,
1860,0,no,,no,no,no,no,variation,2017-V03,,,
1861,0,no,,no,no,no,no,variation,266,,,
1862,0,no,,no,no,no,no,variation,2834-V01,,,
1863,0,no,,no,no,no,no,variation,696,,,
1864,0,no,,no,no,no,no,variation,575,,,
1865,0,no,,no,no,no,no,variation,576,,,
1866,0,no,,no,no,no,no,variation,577,,,
1867,0,no,,no,no,no,no,variation,574-V04,,,
1868,0,no,,no,no,no,no,variation,574-V05,,,
1869,0,no,,no,no,no,no,variation,574-V06,,,
1870,0,no,,no,no,no,no,variation,574-V07,,,
1871,0,no,,no,no,no,no,variation,703,,,
1872,0,no,,no,no,no,no,variation,704,,,
1873,0,no,,no,no,no,no,variation,705,,,
1874,0,no,,no,no,no,no,variation,706,,,
1875,0,no,,no,no,no,no,variation,hmh00181-V02,,,
1876,0,no,,no,no,no,no,variation,hmh00181-V03,,,
1877,0,no,,no,no,no,no,variation,hmh01823-V01,,,
1878,0,no,,no,no,no,no,variation,hmh01823-V02,,,
1879,0,no,,no,no,no,no,variation,95,,,
1880,0,no,,no,no,no,no,variation,96,,,
1881,0,no,,no,no,no,no,variation,629,,,
1882,0,no,,no,no,no,no,variation,131,,,
