Handle,Title,Option1 Name,Option1 Value,SKU,Barcode,Price,CompareAtPrice,Cost,Status,Vendor,ProductType,InventoryQuantity
pulse-start-m-h-600w-3000k-for-flowering-growth-2,"Pulse Start M.H.600W. 3,000K for Flowering Growth",,,hmh01726,691111779646.0,78.15,,37.0,DRAFT,H Moon Hydro,simple,32
pulse-start-metal-halide-10000k-for-final-flowering,"Pulse Start Metal Halide 10,000K for Final Flowering",,,hmh00858,691111796532.0,58.6,,27.0,DRAFT,H Moon Hydro,simple,32
pulse-start-metal-halide-10000k-for-final-flowering-2,"Pulse Start Metal Halide 10,000K for Final Flowering",,,hmh01728,691111796532.0,58.6,,27.0,DRAFT,H Moon Hydro,simple,32
pulse-start-m-h-600w-3000k-for-flowering-growth,"Pulse Start M.H.600W. 3,000K for Flowering Growth",,,hmh00860,691111779646.0,78.15,,37.0,DRAFT,H Moon Hydro,simple,32
pulse-start-metal-halide-7000k-for-vegative-growth,"Pulse Start Metal Halide 7,000K for Vegative Growth",,,hmh00856,752686296245.0,78.15,,40.0,ACTIVE,H Moon Hydro,simple,4
pure-blend-pro-bloom-qt,Pure Blend Pro Bloom Qt.,,,hmh01170,757900100322.0,27.83,,14.0,DRAFT,H Moon Hydro,simple,0
pure-blend-pro-bloom-gal,Pure Blend Pro Bloom Gal.,,,hmh01171,757900101282.0,68.98,,35.0,DRAFT,H Moon Hydro,simple,14
pulse-start-metal-halide-3000k-for-flowering-growth,"Pulse Start Metal Halide 3,000K for Flowering Growth",,,hmh00857,691111794652.0,58.6,,27.0,ACTIVE,H Moon Hydro,simple,29
pure-blend-pro-grow-gal,Pure Blend Pro Grow Gal.,,,hmh01169,757900091286.0,67.6,,35.0,DRAFT,H Moon Hydro,simple,0
pure-blend-pro-grow-qt,Pure Blend Pro Grow Qt.,,,hmh01168,757900090326.0,27.83,,14.0,DRAFT,H Moon Hydro,simple,30
pure-clean-powerful-natural-enzymes-1-liter,Pure Clean Powerful natural enzymes 1 liter,,,hmh01676,,44.97,,23.0,DRAFT,H Moon Hydro,simple,8
pure-clean-powerful-natural-enzymes,Pure Clean Powerful natural enzymes,,,hmh01675,,32.0,,,DRAFT,H Moon Hydro,simple,0
pure-blend-pro-soil-qt,Pure Blend Pro Soil Qt.,,,hmh01172,757900110321.0,27.83,,14.0,DRAFT,H Moon Hydro,simple,21
pure-cocos-nucifera,Pure Cocos Nucifera,,,,,28.0,32.0,,ACTIVE,H Moon Hydro,simple,0
pure-blend-pro-soil-gal,Pure Blend Pro Soil Gal.,,,hmh01173,757900111281.0,73.0,,32.0,DRAFT,H Moon Hydro,simple,0
purple-label-indica,Purple Label * Indica,,,,,75.97,,,ACTIVE,H Moon Hydro,simple,100
quick-roots-gel-4-oz,Quick Roots Gel 4 oz,,,hmh00324,699911158800.0,21.85,,13.4,ACTIVE,H Moon Hydro,simple,0
rapid-start-1-pt,Rapid Start 1 pt,,,hmh00243,793094017039.0,151.95,,71.65,DRAFT,H Moon Hydro,simple,11
quick-roots-gel-2-oz,Quick Roots Gel 2 oz,,,hmh00323,691111166677.0,15.25,,9.35,ACTIVE,H Moon Hydro,simple,17
quick-roots-gel-8-oz,Quick Roots Gel 8 oz,,,hmh00325,691111122202.0,34.92,,21.43,ACTIVE,H Moon Hydro,simple,0
rapid-start-1-qt,Rapid Start 1 qt,,,hmh00244,793094017039.0,151.95,,71.65,DRAFT,H Moon Hydro,simple,11
q-max-ultra-quiet-10-fan,"Q-Max Ultra Quiet 10"" Fan",,,hmh2014,840470006697.0,475.69,450.0,219.0,ACTIVE,H Moon Hydro,simple,1
rare-earth-16-lb,Rare Earth 16 lb,,,hmh00689,793094013239.0,45.94,,23.0,DRAFT,H Moon Hydro,simple,1
rapid-start-125-ml,Rapid Start 125 ml,,,hmh00241,793094017008.0,27.98,,13.33,DRAFT,H Moon Hydro,simple,0
rare-earth-1-5-lb,Rare Earth 1.5 lb,,,hmh00687,793094013215.0,8.05,,4.12,DRAFT,H Moon Hydro,simple,8
replacement-probe-for-24-7-meter,Replacement Probe for 24-7 Meter,,,hmh00964,69111100010.0,48.83,,25.0,ACTIVE,H Moon Hydro,simple,2
rapid-start-275-ml,Rapid Start 275 ml,,,hmh00242,793094017015.0,42.19,,21.99,DRAFT,H Moon Hydro,simple,13
replacemnt-probe-for-control-wizard-accurate-ph3-meter,Replacemnt probe for Control Wizard Accurate pH3 Meter,,,hmh00978,,34.95,,,ACTIVE,H Moon Hydro,simple,0
ripen-0-5-7-6-gallon,Ripen® 0.5-7-6 Gallon,,,hmh01939,793094019217.0,115.89,,59.95,DRAFT,H Moon Hydro,simple,8
rhino-skin-4l,Rhino Skin (4L),,,hmh01423,845268000948.0,103.71,,51.42,DRAFT,H Moon Hydro,simple,3
robo-stick-lamp-stabilizer,Robo-Stick lamp stabilizer,,,hmh00903,,31.95,,,ACTIVE,H Moon Hydro,simple,0
rosin-pro-press-auto-electirc-2,ROSIN PRO PRESS Auto Electirc,,,hmh01771,1.3133111212111112e+17,1650.0,,900.0,DRAFT,H Moon Hydro,simple,0
ripen-0-5-7-6-quarts,Ripen® 0.5-7-6 Quarts,,,hmh01938,793094019200.0,32.99,,18.32,DRAFT,H Moon Hydro,simple,14
revolt-digital-dimming-ballast,ReVolt Digital 1000 Watt Dimming Ballast,,,hmh01736,100000993.0,99.0,260.0,62.0,ACTIVE,H Moon Hydro,simple,0
rosin-pro-press-co-pneumatic-dual-element-2,ROSIN PRO PRESS CO. Pneumatic Dual Element,,,hmh01773,1.3133111212111112e+17,1650.0,,900.0,DRAFT,H Moon Hydro,simple,0
royal-black-4-liter,Royal Black 4 liter,,,hmh00307,692236000239.0,104.49,,50.0,DRAFT,H Moon Hydro,simple,2
royal-black-1-liter,Royal Black 1 liter,,,hmh00306,692236000239.0,104.49,,50.0,DRAFT,H Moon Hydro,simple,2
rosin-pro-press-co-pneumatic-2,ROSIN PRO PRESS CO.Pneumatic,,,hmh01777,1.3133111212111112e+17,1650.0,,900.0,DRAFT,H Moon Hydro,simple,0
royal-flush-16-oz,Royal Flush 16 oz,,,hmh00390,10000021.0,11.73,,5.0,DRAFT,H Moon Hydro,simple,0
rosin-pro-press-co-manual-2,ROSIN PRO PRESS CO. Manual,,,hmh01775,1.3133111212111112e+17,1650.0,,900.0,DRAFT,H Moon Hydro,simple,0
rsw-4ho-thermo-controlled-240v-161-cfm-3294-rpm,RSW 4HO Thermo/Controlled 240V 161 CFM 3294 RPM,,,hmh00788,840470002131.0,322.99,,188.46,DRAFT,H Moon Hydro,simple,0
rsw-4ho-thermo-controlled-110v-161-cfm-3294-rpm,RSW 4HO Thermo/Controlled 110V 161 CFM 3294 RPM,,,hmh00787,840470002131.0,322.99,,188.46,DRAFT,H Moon Hydro,simple,0
royal-gold-1-liter,Royal Gold 1 liter,,,hmh00308,692236000147.0,103.98,,54.8,DRAFT,H Moon Hydro,simple,2
rsw-6ho-thermo-controlled-110v-413-cfm-3250-rpm,RSW 6HO Thermo/Controlled 110V 413 CFM 3250 RPM,,,hmh00789,840470002131.0,322.99,,188.46,DRAFT,H Moon Hydro,simple,0
royal-gold-4-liter,Royal Gold 4 liter,,,hmh00309,692236000147.0,103.98,,54.8,DRAFT,H Moon Hydro,simple,2
rsw-6ho-thermo-controlled-240v-413-cfm-3250-rpm,RSW 6HO Thermo/Controlled 240V 413 CFM 3250 RPM,,,hmh00790,840470002131.0,322.99,,188.46,DRAFT,H Moon Hydro,simple,0
russet,Russet,,,,,29.0,31.0,,ACTIVE,H Moon Hydro,simple,0
ruby-ful-2-5-gallon,Ruby Ful#$% 2.5 Gallon,,,hmh01460,691262605611.0,187.78,,93.89,DRAFT,H Moon Hydro,simple,5
ruby-ful-gallon,Ruby Ful#$% Gallon,,,hmh01459,692222605264.0,80.49,,40.24,DRAFT,H Moon Hydro,simple,15
ruck-optimus-oscillating-fan,RUCK OPTIMUS Oscillating Fan,,,,,389.0,399.0,,ACTIVE,H Moon Hydro,simple,0
ruby-ful-quart,Ruby Ful#$% Quart,,,hmh01458,692222656563.0,26.84,,13.5,DRAFT,H Moon Hydro,simple,40
safer-end-all-32oz-rtu-spray,Safer End All 32oz RTU Spray,,,hmh01273,24654554504.0,10.25,,5.72,ACTIVE,H Moon Hydro,simple,33
scietetics-development-powder-grow,Scietetics Development Powder Grow,,,,,120.0,130.0,,ACTIVE,H Moon Hydro,simple,0
scietetics-ful-v-tech-element-transfer-system-15-gallon,Scietetics Ful V Tech Element Transfer System 15 Gallon,,,,,69.0,79.0,,DRAFT,H Moon Hydro,simple,8
scietetics-bloom-powder-12-oz-340g,Scietetics Bloom Powder 12 OZ (340g),,,,,9.0,10.0,,ACTIVE,H Moon Hydro,simple,0
scietetics-ful-v-tech-element-transfer-system-2-5-gallon,Scietetics Ful V Tech Element Transfer System 2.5 Gallon,,,,,140.0,180.0,,ACTIVE,H Moon Hydro,simple,8
scietetics-ful-v-tech-element-transfer-system-gallon,Scietetics Ful V Tech Element Transfer System Gallon,,,,,69.0,79.0,,ACTIVE,H Moon Hydro,simple,8
scietetics-ful-v-tech-element-transfer-system-255-gallon,Scietetics Ful V Tech Element Transfer System 255 Gallon,,,,,14000.0,14800.0,,ACTIVE,H Moon Hydro,simple,3
scietetics-ful-v-tech-element-transfer-system-5-gallon,Scietetics Ful V Tech Element Transfer System 5 Gallon,,,,,250.0,320.0,,ACTIVE,H Moon Hydro,simple,3
scietetics-ful-v-tech-element-transfer-system-55-gallon,Scietetics Ful V Tech Element Transfer System 55 Gallon,,,,,2999.0,3540.0,,ACTIVE,H Moon Hydro,simple,8
scietetics-grow-powder-12-oz-340g,Scietetics Grow Powder 12 OZ (340g),,,,,9.0,10.0,,ACTIVE,H Moon Hydro,simple,0
scietetics-magcal-5-gallon,Scietetics MagCal 5 Gallon,,,,,245.0,255.0,,ACTIVE,H Moon Hydro,simple,0
scietetics-magcal-2-5gal,Scietetics MagCal  2.5Gal.,,,,,130.0,140.0,,ACTIVE,H Moon Hydro,simple,0
scietetics-magcal-15-gallon,Scietetics MagCal 15 Gallon,,,,,650.0,700.0,,ACTIVE,H Moon Hydro,simple,0
sensi-bloom-part-a-1-gal,Sensi Bloom part A (1 gal),,,hmh01052,1466787879974.0,67.0,,33.0,ACTIVE,H Moon Hydro,simple,0
sensi-bloom-part-a-1-lt,Sensi Bloom part A (1 lt),,,hmh01051,845268003932.0,18.66,,7.8,ACTIVE,H Moon Hydro,simple,0
self-watering-fabric-pot-base-4-pack,"Self-Watering Fabric Pot Base, 4-Pack",,,,,25.13,,,ACTIVE,H Moon Hydro,simple,0
sensi-grow-part-a-2-5-gal,Sensi Grow part A (2.5 gal),,,hmh01057,793094016742.0,92.99,,37.5,DRAFT,H Moon Hydro,simple,1
silicium-qts,SiLICIUM QTS.,,,hmh01763,637390787145.0,45.0,380.0,36.0,ACTIVE,H Moon Hydro,simple,17
silicium-bloom-250-ml,Silicium Bloom 250 ML,,,,,99.0,154.0,,ACTIVE,H Moon Hydro,simple,0
silicium-mono-si-250-ml,SiLICIUM mono si 250 ml,,,,,85.0,105.0,,ACTIVE,H Moon Hydro,simple,0
sensi-grow-part-a-1-gal,Sensi Grow part A (1 gal),,,hmh01056,845268002676.0,18.56,,8.46,DRAFT,H Moon Hydro,simple,5
silica-blast-qt,Silica Blast Qt.,,,hmh01183,757900210328.0,22.39,,9.15,DRAFT,H Moon Hydro,simple,5
scietetics-magcal-gallon,Scietetics MagCal Gallon,,,,,60.0,70.0,,ACTIVE,H Moon Hydro,simple,0
sensi-bloom-part-a-2-5-gal,Sensi Bloom part A (2.5 gal),,,hmh01053,3557648899999.0,149.0,,86.0,ACTIVE,H Moon Hydro,simple,0
silicium-bloom-500-ml,Silicium Bloom 500 ML,,,,,199.0,230.0,,ACTIVE,H Moon Hydro,simple,0
sledgehammer-1-qt,SledgeHammer (1 qt),,,hmh01103,837654466018.0,11.44,,5.85,ACTIVE,H Moon Hydro,simple,15
scietetics-production-powder-bloom,Scietetics Production Powder Bloom,,,,,120.0,130.0,,ACTIVE,H Moon Hydro,simple,0
silicium-500-ml,SilICIUM 500 ml,,,hmh01762,637390787145.0,45.0,220.0,36.0,DRAFT,H Moon Hydro,simple,17
sensizym-1-gal,Sensizym (1 gal),,,hmh01061,682863044720.0,45.0,,22.5,DRAFT,H Moon Hydro,simple,4
sensi-grow-part-b-1-gal,Sensi Grow part B (1 gal),,,hmh01058,845268002676.0,18.56,,8.46,DRAFT,H Moon Hydro,simple,5
screen-fitting-bag-of-10,Screen Fitting (bag of 10),,,hmh00839,757900827045.0,0.83,,0.26,ACTIVE,H Moon Hydro,simple,166
sensi-bloom-part-b-1-lt,Sensi Bloom part B (1 lt),,,hmh01054,845268003932.0,18.66,,7.8,ACTIVE,H Moon Hydro,simple,0
silicium-100-ml,Silicium 100 ML,,,,,25.0,63.0,,DRAFT,H Moon Hydro,simple,0
sensi-grow-part-b-2-5-gal,Sensi Grow part B (2.5 gal),,,hmh01059,793094016841.0,92.99,,37.5,DRAFT,H Moon Hydro,simple,8
silica-blast-gal,Silica Blast Gal.,,,hmh01184,757900211288.0,52.58,,29.0,DRAFT,H Moon Hydro,simple,8
sensi-bloom-part-b-2-5-gal,Sensi Bloom part B (2.5 gal),,,hmh01055,3557648899999.0,149.0,,86.0,ACTIVE,H Moon Hydro,simple,0
standard-5-gallon-black-bucket,Standard 5 Gallon Black Bucket,,,hmh01758,84305387684.0,3.29,,1.99,DRAFT,H Moon Hydro,simple,47
stealth-ro-100-200-membrane-filter,STEALTH RO 150/300 MEMBRANE FILTER,,,hmh00958,812111010164.0,89.95,,54.0,ACTIVE,H Moon Hydro,simple,2
small-boy-sediment-replacement,SMALL BOY SEDIMENT REPLACEMENT,,,hmh00954,812111010157.0,10.75,,6.0,ACTIVE,H Moon Hydro,simple,2
sunblaster-125w-cf-2500k-2,Sunblaster 125W CF 2500k,,,hmh01704,6911111107764.0,56.71,,35.95,ACTIVE,H Moon Hydro,simple,2
stealth-ro-100-200-pressure-booster-pump,STEALTH RO 100/200/ PRESSURE BOOSTER PUMP,,,hmh00959,812111010225.0,184.75,,116.0,ACTIVE,H Moon Hydro,simple,7
sunblaster-t5-strip-connector,Sunblaster T5 Strip Connector,,,hmh01482,628836091728.0,31.99,,19.91,ACTIVE,H Moon Hydro,simple,0
spring-quart,Spring Quart,,,hmh01462,692222222300.0,21.48,,10.74,DRAFT,H Moon Hydro,simple,42
summer-quart,Summer Quart,,,hmh01466,692226260650.0,21.48,,10.74,DRAFT,H Moon Hydro,simple,29
summer-gallon,Summer Gallon,,,hmh01467,6922223535356.0,61.7,,30.85,DRAFT,H Moon Hydro,simple,11
socket-set-w-15-cord,Socket Set w/ 15' Cord,,,hmh00509,6911111772240.0,19.5,,16.95,ACTIVE,H Moon Hydro,simple,46
solarmax-1000w-mh-gold-110000-lumens,"SolarMax 1000W. MH Gold 110,000 Lumens",,,,,70.0,123.0,,DRAFT,H Moon Hydro,simple,0
solarmax-400w-hps-w-55000-lumens,"SolarMax 400W. HPS W/ 55,000 Lumens",,,hmh00884,691111778458.0,54.69,57.95,28.0,ACTIVE,H Moon Hydro,simple,13
solarmax-600w-mht-veg-conversion-w-55000-lumens,"SolarMax 600W. MHT veg/Conversion w/ 55,000 Lumens",,,hmh00888,691111799465.0,125.07,,64.0,DRAFT,H Moon Hydro,simple,12
stealth-ro-100-customized-reverse-osmosis-filter,Stealth RO 150 Customized Reverse Osmosis filter,,,hmh00578,812111010713.0,259.0,325.0,190.0,ACTIVE,H Moon Hydro,simple,8
sunblaster-nanodome,Sunblaster Nanodome,,,hmh01186,692236093545.0,8.95,,5.24,ACTIVE,H Moon Hydro,simple,1
spigot-for-6-gal-container,Spigot for 6 Gal container,,,hmh00617,691117776566.0,3.42,,1.75,ACTIVE,H Moon Hydro,simple,12
solarmax-400w-mht-metal-halide-veg-32000-lumens,"SolarMax 400W. MHT Metal Halide Veg. 32,000 Lumens",,,hmh00890,691111164325.0,59.95,,52.0,ACTIVE,H Moon Hydro,simple,7
solarmax-400w-mh-gold-36000-lumens,"SolarMax 400W. MH Gold 36,000 Lumens",,,hmh00892,691111164325.0,59.95,105.95,52.0,DRAFT,H Moon Hydro,simple,7
sugarlato-auto-feminised-kings-tart-x-gelato-41-auto-5-seed,Sugarlato Auto (Feminised) King’s Tart x Gelato #41 Auto/ 5 Seed,,,,,66.0,,,ACTIVE,H Moon Hydro,simple,0
spray-n-grow-32-oz,Spray N Grow 32 oz.,,,,,19.99,40.0,,ACTIVE,H Moon Hydro,simple,0
stealth-ro-300-customized-reverse-osmosis-filter,Stealth RO 300 Customized Reverse Osmosis filter,,,hmh00577,812111010645.0,370.0,450.0,270.0,ACTIVE,H Moon Hydro,simple,6
t5-cfl-2-plantmax-warm-24w-3000k-tube-2280-lumens,"T5 CFL 2' Plantmax Warm 24W 3000K tube 2,280 lumens",,,hmh00880,,8.95,,,ACTIVE,H Moon Hydro,simple,0
t5-cfl-4-plantmax-warm-54w-3000k-tube-4800-lumens,T5 CFL 4' Plantmax Warm 54W. 3000K tube 4800 lumens,,,hmh00882,718122806508.0,46.95,,18.8,ACTIVE,H Moon Hydro,simple,8
super-critical-feminised-big-bud-x-skunk-x-white-widow-5-seed,Super Critical (Feminised) Big Bud x Skunk x White Widow-5 Seed,,,,,42.0,,,ACTIVE,H Moon Hydro,simple,0
t5-high-output-fluorescent-lamps,T5 High Output Fluorescent Lamps,,,hmh00604,849969023985.0,18.0,,8.0,ACTIVE,H Moon Hydro,simple,15
super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed,Super Lemon Haze x Pink Candy Super Lemon Haze x Pink Candy- 5 Seed,,,,,70.0,,,ACTIVE,H Moon Hydro,simple,0
super-grease-canna-super-labs,Super Grease * Canna Super Labs,,,,,29.97,,,ACTIVE,H Moon Hydro,simple,100
stealth-ro-100-200-carbon-filter,STEALTH RO 100/200 CARBON FILTER,,,hmh00957,812111010454.0,16.5,,9.5,ACTIVE,H Moon Hydro,simple,8
standard-3-5-gallon-black-bucket,standard 3.5 gallon black bucket,,,hmh01757,84305387684.0,3.29,,1.99,DRAFT,H Moon Hydro,simple,47
stealth-ro-100-200-sediment-filter,STEALTH RO 100/200 SEDIMENT FILTER,,,hmh00956,812111010126.0,14.17,,8.6,ACTIVE,H Moon Hydro,simple,0
t5-cfl-2-plantmax-day-24w-6500k-tube-2520-lumens,T5 CFL 2' Plantmax Day 24W. 6500K tube 2520 lumens,,,hmh00881,,8.95,,,ACTIVE,H Moon Hydro,simple,0
small-boy-carbon-replacement-filter,SMALL BOY CARBON REPLACEMENT FILTER,,,hmh00955,812111010454.0,16.5,,9.5,ACTIVE,H Moon Hydro,simple,8
suck-it-up-1-liter,Suck it Up 1 liter,,,hmh00327,692236000024.0,27.27,,12.95,DRAFT,H Moon Hydro,simple,30
standard-black-bucket-lid,Standard Black Bucket lid,,,hmh01759,,2.99,,,ACTIVE,H Moon Hydro,simple,150
snapture-cross-fitting,Snapture Cross Fitting,,,hmh00850,,4.79,,,ACTIVE,H Moon Hydro,simple,0
sensizym-2-5-gal,Sensizym (2.5 gal),,,hmh01062,6899765111666.0,402.0,,201.55,DRAFT,H Moon Hydro,simple,3
sensizym-1-lt,Sensizym (1 lt),,,hmh01060,239.0,39.4,,,ACTIVE,H Moon Hydro,simple,1
silicium-mono-si-500-ml,SiLICIUM mono si 500 ml,,,,,199.0,210.0,,ACTIVE,H Moon Hydro,simple,0
subculture-b-200gm-bag,SubCulture B 200gm. Bag,,,hmh00036,,18.95,21.3,12.78,ACTIVE,H Moon Hydro,simple,0
skunk-auto-feminised-skunk-x-ruderalis-5-seed,Skunk Auto (Feminised) Skunk x Ruderalis 5 Seed,,,,,40.0,,,ACTIVE,H Moon Hydro,simple,0
sun-system-rs-1850-led,Sun System RS 1850 LED,,,,,750.0,1100.0,,ACTIVE,H Moon Hydro,simple,0
spring-2-5-gallon,Spring 2.5 Gallon,,,hmh01464,1212676880909.0,120.7,,61.0,DRAFT,H Moon Hydro,simple,1
snapture-foot-base,Snapture Foot Base,,,hmh00848,,4.79,,,ACTIVE,H Moon Hydro,simple,0
stick-thrip-leafminer-trap-5-pack,Stick Thrip Leafminer Trap 5/Pack,,,hmh01870,24774005504.0,6.29,,2.7,ACTIVE,H Moon Hydro,simple,100
spin-pro-manual-trimmer,Spin Pro Manual Trimmer,,,hmh00770,626853100676.0,189.0,229.0,145.0,ACTIVE,H Moon Hydro,simple,11
subculture-m-200gm-bag,SubCulture M 200gm. Bag,,,hmh00037,793094015868.0,18.98,,6.9,ACTIVE,H Moon Hydro,simple,6
super-bud-auto-feminised-super-bud-x-ruderalis-5-seed,Super Bud Auto (Feminised) Super Bud x Ruderalis 5 Seed,,,,,40.0,,,ACTIVE,H Moon Hydro,simple,0
suck-it-up-500ml,Suck it Up 500ml,,,hmh00326,692236000017.0,15.54,,7.95,DRAFT,H Moon Hydro,simple,24
sunblaster-200w-cf-6400k-2,Sunblaster 200W CF 6400k,,,hmh01705,692236000758.0,49.95,,43.95,ACTIVE,H Moon Hydro,simple,4
sunblaster-25-watt-green-visual-lamp-standard-socket,SunBlaster 25 watt green Visual lamp-standard socket,,,hmh01439,,9.88,,,ACTIVE,H Moon Hydro,simple,0
super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze5-seed,Super Lemon Haze (Feminised) Lemon Skunk x Super Silver Haze5 Seed,,,,,50.0,,,ACTIVE,H Moon Hydro,simple,0
skywalker-auto-skywalker-og-x-gelato-41-auto-5-seed,Skywalker Auto Skywalker OG x Gelato #41 Auto 5 seed,,,,,70.0,,,ACTIVE,H Moon Hydro,simple,0
snapture-dovetail,Snapture Dovetail,,,hmh00849,,3.79,,,ACTIVE,H Moon Hydro,simple,0
tall-boy-blue-sediment-replacement,TALL BOY BLUE SEDIMENT REPLACEMENT,,,hmh00952,812111010171.0,13.69,,8.0,ACTIVE,H Moon Hydro,simple,6
spring-gallon,Spring Gallon,,,hmh01463,692222232620.0,61.7,,30.85,DRAFT,H Moon Hydro,simple,18
tall-boy-blue-carbon-replacement-filter,TALL BOY BLUE CARBON REPLACEMENT FILTER,,,hmh00953,,30.3,,18.0,ACTIVE,H Moon Hydro,simple,2
smmh1000wv-solarmax-1000w-mht-metal-hailde-veg-85000-lumens,"SMMH1000WV SolarMax 1000W MHT Metal Hailde Veg. 85,000 Lumens",,,hmh00891,6911111796652.0,128.98,,66.0,ACTIVE,H Moon Hydro,simple,2
solarmax-1000w-hps-w-147000-lumens,"SolarMax 1000W. HPS w/ 147,000 Lumens",,,hmh00886,691111766623.0,118.28,114.95,61.0,ACTIVE,H Moon Hydro,simple,14
solarmax-1000w-mht-veg-conversion-w-90000-lumens,"SolarMax 1000W. MHT veg/Conversion w/ 90,000 Lumens",,,hmh00889,6911111177992.0,128.98,,66.0,DRAFT,H Moon Hydro,simple,12
super-bud-feminised-big-bud-x-skunk-photo-5-seed,Super Bud (Feminised) Big Bud x Skunk Photo. 5 Seed,,,,,40.0,,,ACTIVE,H Moon Hydro,simple,0
spin-pro-wire-replacments,Spin Pro Wire Replacments,,,,,17.95,,,ACTIVE,H Moon Hydro,simple,0
sunsoaker-parabolic-reflector-w-horizonal-socket-bracket,SunSoaker Parabolic Reflector w/ Horizonal Socket bracket,,,hmh00513,6911111170004.0,130.99,134.0,81.0,ACTIVE,H Moon Hydro,simple,11
tarantula-beneficial-bacteria-50-g,Tarantula Beneficial Bacteria (50 g),,,hmh01063,845268004700.0,32.75,,16.24,DRAFT,H Moon Hydro,simple,1
small-5-gallon-replacement-bag,Small 5 Gallon Replacement Bag,,,hmh01529,30300399399333.0,28.99,,,ACTIVE,H Moon Hydro,simple,4
super-lemon-haze-x-gmo-feminised-5-seed,Super Lemon Haze x GMO (Feminised) -5 Seed,,,,,70.0,,,ACTIVE,H Moon Hydro,simple,0
spray-n-grow-micronutrients-8-oz,Spray-N-Grow Micronutrients 8 oz,,,,,11.99,16.99,,ACTIVE,H Moon Hydro,simple,0
solarmax-600w-hps-w-95000-lumens,"SolarMax 600W. HPS W/ 95,000 Lumens",,,hmh00885,691111777245.0,80.11,83.95,41.0,ACTIVE,H Moon Hydro,simple,13
tall-boy-de-chlorinator-sediment-filter,Tall Boy De-Chlorinator & Sediment Filter,,,hmh00580,812111010010.0,179.81,183.95,110.0,ACTIVE,H Moon Hydro,simple,2
super-lemon-haze-feminised-lemon-skunk-x-super-silver-haze-5-seed,Super Lemon Haze (Feminised) Lemon Skunk x Super Silver Haze 5- Seed,,,,,50.0,,,ACTIVE,H Moon Hydro,simple,0
suck-it-up-4-liter,Suck it Up 4 liter,,,hmh00328,692236000789.0,78.1,,37.2,DRAFT,H Moon Hydro,simple,0
tarantula-beneficial-bacteria-130-g,Tarantula Beneficial Bacteria (130 g),,,hmh01064,845268003338.0,57.3,,28.41,DRAFT,H Moon Hydro,simple,3
summer-2-5-gallon,Summer 2.5 Gallon,,,hmh01469,976467901115.0,120.7,,60.35,DRAFT,H Moon Hydro,simple,2
super-lemon-haze-x-rs11-feminised-5-seed,Super Lemon Haze x RS11 (Feminised) -5 Seed,,,,,70.0,,,ACTIVE,H Moon Hydro,simple,0
spray-n-grow-16oz,Spray N Grow 16oz.,,,,,12.5,24.99,,ACTIVE,H Moon Hydro,simple,0
solarmax-400w-mht-veg-conversion-w-32000-lumens,"SolarMax 400W. MHT veg/Conversion w/32,000 Lumens",,,hmh00887,6911117799856.0,111.39,115.95,55.0,DRAFT,H Moon Hydro,simple,18
terpinator-0-0-4-qt,Terpinator 0 - 0 - 4 Qt.,,,hmh01651,820103321402.0,22.97,,15.67,DRAFT,H Moon Hydro,simple,0
teaming-with-nutrients,Teaming with Nutrients,,,,,24.95,,,ACTIVE,H Moon Hydro,simple,0
teaming-with-microbes,Teaming with Microbes,,,hmh00001,9780881927771.0,24.39,,14.95,ACTIVE,H Moon Hydro,simple,10
the-rack-collapsible-drying-system-2,The Rack- Collapsible Drying System,,,hmh00818,691111776677.0,39.95,39.95,16.0,DRAFT,H Moon Hydro,simple,39
the-root-pouch-1-gallon,The Root Pouch 1 Gallon,,,hmh01127,851856003628.0,2.2,,0.93,DRAFT,H Moon Hydro,simple,497
tds-3-handheld-meter-with-carrying-case-2,TDS-3 Handheld Meter With Carrying Case,,,hmh00972,699111177756.0,39.05,,19.95,DRAFT,H Moon Hydro,simple,16
texas-controller-16-units,Texas Controller 16 units,,,hmh00507,793094046107.0,270.44,,166.0,ACTIVE,H Moon Hydro,simple,1
terpinator-0-0-4-gallon,Terpinator 0 - 0 - 4 Gallon,,,hmh01652,682863044720.0,45.0,,22.5,DRAFT,H Moon Hydro,simple,4
the-root-pouch-25-gallon-w-handle,The Root Pouch 25 Gallon w/ Handle,,,hmh01135,851856003932.0,11.89,,6.49,DRAFT,H Moon Hydro,simple,48
tiger-bloom-liquid-plant-food-1-qt,Tiger Bloom Liquid Plant Food (1 qt),,,hmh01091,752289790225.0,30.29,,14.35,DRAFT,H Moon Hydro,simple,13
the-hammer-20-gm,The Hammer 20 gm,,,hmh00339,692236000277.0,39.05,,19.95,DRAFT,H Moon Hydro,simple,24
the-root-pouch-65-gallon-w-handle,The Root Pouch 65 Gallon w/ Handle,,,hmh01139,851856003598.0,21.89,,11.2,DRAFT,H Moon Hydro,simple,24
the-root-pouch-20-gallon-w-handle,The Root Pouch 20 Gallon w/ Handle,,,hmh01134,,9.95,,5.5,DRAFT,H Moon Hydro,simple,20
the-ozone-generator,"The Ozone Generator 5,000 cu.ft.",,,hmh01785,653341231543.0,179.0,174.95,74.95,DRAFT,H Moon Hydro,simple,2
